68820172800,140943713894400,0,0,137640345600,0,0
137640345600,281887427788800,412417523712,68820172800,275280691200,412417523712,0
275280691200,563774855577600,824835047424,137640345600,550561382400,824835047424,0
412417523712,844631088562176,137640345600,0,824835047424,137640345600,0
550561382400,1127549711155200,1649670094848,275280691200,1101122764800,1649670094848,0
824835047424,1689262177124352,275280691200,412417523712,1649670094848,275280691200,0
1101122764800,2255099422310400,3299340189696,550561382400,2202245529600,3299340189696,0
1649670094848,3378524354248704,550561382400,824835047424,3299340189696,550561382400,0
2202245529600,4510198844620800,6598680379392,1101122764800,4404491059200,6598680379392,0
3299340189696,6757048708497408,1101122764800,1649670094848,6598680379392,1101122764800,0
4404491059200,9020397689241600,13197360758784,2202245529600,8808982118400,13197360758784,0
6598680379392,13514097416994816,2202245529600,3299340189696,13197360758784,2202245529600,0
8808982118400,18040795378483200,26394721517568,4404491059200,17617964236800,26394721517568,0
13197360758784,27028194833989632,4404491059200,6598680379392,26394721517568,4404491059200,0
17617964236800,36081590756966400,52789443035136,8808982118400,0,52789443035136,0
26394721517568,54056389667979264,8808982118400,13197360758784,52789443035136,8808982118400,0
52789443035136,108112779335958528,17617964236800,26394721517568,0,17617964236800,0
140943713894400,288652726055731200,0,0,281887427788800,0,0
281887427788800,577305452111462400,844631088562176,140943713894400,563774855577600,844631088562176,0
563774855577600,1154610904222924800,1689262177124352,281887427788800,1127549711155200,1689262177124352,0
844631088562176,1729804469375336448,281887427788800,0,1689262177124352,281887427788800,412417523712
1127549711155200,2309221808445849600,3378524354248704,563774855577600,2255099422310400,3378524354248704,0
1689262177124352,3459608938750672896,563774855577600,844631088562176,3378524354248704,563774855577600,824835047424
2255099422310400,4618443616891699200,6757048708497408,1127549711155200,4510198844620800,6757048708497408,0
3378524354248704,6919217877501345792,1127549711155200,1689262177124352,6757048708497408,1127549711155200,1649670094848
4510198844620800,9236887233783398400,13514097416994816,2255099422310400,9020397689241600,13514097416994816,0
6757048708497408,13838435755002691584,2255099422310400,3378524354248704,13514097416994816,2255099422310400,3299340189696
9020397689241600,18473774467566796800,27028194833989632,4510198844620800,18040795378483200,27028194833989632,0
13514097416994816,27676871510005383168,4510198844620800,6757048708497408,27028194833989632,4510198844620800,6598680379392
18040795378483200,36947548935133593600,54056389667979264,9020397689241600,36081590756966400,54056389667979264,0
27028194833989632,55353743020010766336,9020397689241600,13514097416994816,54056389667979264,9020397689241600,13197360758784
36081590756966400,73895097870267187200,108112779335958528,18040795378483200,0,108112779335958528,0
54056389667979264,110707486040021532672,18040795378483200,27028194833989632,108112779335958528,18040795378483200,26394721517568
108112779335958528,221414972080043065344,36081590756966400,54056389667979264,0,36081590756966400,52789443035136
288652726055731200,591160782962137497600,0,0,577305452111462400,0,140943713894400
577305452111462400,1182321565924274995200,1729804469375336448,288652726055731200,1154610904222924800,1729804469375336448,281887427788800
1154610904222924800,2364643131848549990400,3459608938750672896,577305452111462400,2309221808445849600,3459608938750672896,563774855577600
1729804469375336448,3542639553280689045504,577305452111462400,0,3459608938750672896,577305452111462400,844631088562176
2309221808445849600,4729286263697099980800,6919217877501345792,1154610904222924800,4618443616891699200,6919217877501345792,1127549711155200
3459608938750672896,7085279106561378091008,1154610904222924800,1729804469375336448,6919217877501345792,1154610904222924800,1689262177124352
4618443616891699200,9458572527394199961600,13838435755002691584,2309221808445849600,9236887233783398400,13838435755002691584,2255099422310400
6919217877501345792,14170558213122756182016,2309221808445849600,3459608938750672896,13838435755002691584,2309221808445849600,3378524354248704
9236887233783398400,18917145054788399923200,27676871510005383168,4618443616891699200,18473774467566796800,27676871510005383168,4510198844620800
13838435755002691584,28341116426245512364032,4618443616891699200,6919217877501345792,27676871510005383168,4618443616891699200,6757048708497408
18473774467566796800,37834290109576799846400,55353743020010766336,9236887233783398400,36947548935133593600,55353743020010766336,9020397689241600
27676871510005383168,56682232852491024728064,9236887233783398400,13838435755002691584,55353743020010766336,9236887233783398400,13514097416994816
