234946560,481170554880,137506111488,0,469893120,412384002048,0
469893120,962341109760,275012222976,234946560,939786240,824768004096,0
939786240,1924682219520,550024445952,469893120,1879572480,1649536008192,0
1879572480,3849364439040,1100048891904,939786240,3759144960,3299072016384,0
3759144960,7698728878080,2200097783808,1879572480,7518289920,6598144032768,0
7518289920,15397457756160,4400195567616,3759144960,15036579840,13196288065536,0
15036579840,30794915512320,8800391135232,7518289920,30073159680,26392576131072,0
30073159680,61589831024640,17600782270464,15036579840,0,52785152262144,0
68954357760,141218524692480,412384002048,0,137908715520,137506111488,0
137506111488,281612516327424,68954357760,0,275012222976,234946560,0
137908715520,282437049384960,824768004096,68954357760,275817431040,275012222976,0
206192001024,422281218097152,0,0,412384002048,0,0
275012222976,563225032654848,137908715520,137506111488,550024445952,469893120,0
275817431040,564874098769920,1649536008192,137908715520,551634862080,550024445952,0
412384002048,844562436194304,234946560,206192001024,824768004096,68954357760,0
481170554880,985437296394240,281612516327424,0,962341109760,844562436194304,0
550024445952,1126450065309696,275817431040,275012222976,1100048891904,939786240,0
551634862080,1129748197539840,3299072016384,275817431040,1103269724160,1100048891904,0
824768004096,1689124872388608,469893120,412384002048,1649536008192,137908715520,0
962341109760,1970874592788480,563225032654848,481170554880,1924682219520,1689124872388608,0
1100048891904,2252900130619392,551634862080,550024445952,2200097783808,1879572480,0
1103269724160,2259496395079680,6598144032768,551634862080,2206539448320,2200097783808,0
1649536008192,3378249744777216,939786240,824768004096,3299072016384,275817431040,0
1924682219520,3941749185576960,1126450065309696,962341109760,3849364439040,3378249744777216,0
2200097783808,4505800261238784,1103269724160,1100048891904,4400195567616,3759144960,0
2206539448320,4518992790159360,13196288065536,1103269724160,4413078896640,4400195567616,0
3299072016384,6756499489554432,1879572480,1649536008192,6598144032768,551634862080,0
3849364439040,7883498371153920,2252900130619392,1924682219520,7698728878080,6756499489554432,0
4400195567616,9011600522477568,2206539448320,2200097783808,8800391135232,7518289920,0
4413078896640,9037985580318720,26392576131072,2206539448320,8826157793280,8800391135232,0
6598144032768,13512998979108864,3759144960,3299072016384,13196288065536,1103269724160,0
7698728878080,15766996742307840,4505800261238784,3849364439040,15397457756160,13512998979108864,0
8800391135232,18023201044955136,4413078896640,4400195567616,17600782270464,15036579840,0
8826157793280,18075971160637440,52785152262144,4413078896640,0,17600782270464,0
13196288065536,27025997958217728,7518289920,6598144032768,26392576131072,2206539448320,0
15397457756160,31533993484615680,9011600522477568,7698728878080,30794915512320,27025997958217728,0
17600782270464,36046402089910272,8826157793280,8800391135232,35201564540928,30073159680,0
26392576131072,54051995916435456,15036579840,13196288065536,52785152262144,4413078896640,0
30794915512320,63067986969231360,18023201044955136,15397457756160,61589831024640,54051995916435456,0
35201564540928,72092804179820544,0,17600782270464,0,0,0
52785152262144,108103991832870912,30073159680,26392576131072,0,8826157793280,0
61589831024640,126135973938462720,36046402089910272,30794915512320,0,108103991832870912,0
141218524692480,289215538570199040,844562436194304,0,282437049384960,281612516327424,68954357760
281612516327424,576742433438564352,141218524692480,0,563225032654848,481170554880,0
282437049384960,578431077140398080,1689124872388608,141218524692480,564874098769920,563225032654848,137908715520
422281218097152,864831934662967296,0,0,844562436194304,0,0
563225032654848,1153484866877128704,282437049384960,281612516327424,1126450065309696,962341109760,0
564874098769920,1156862154280796160,3378249744777216,282437049384960,1129748197539840,1126450065309696,275817431040
844562436194304,1729663869325934592,481170554880,422281218097152,1689124872388608,141218524692480,0
985437296394240,2018175583015403520,576742433438564352,0,1970874592788480,1729663869325934592,481170554880
1126450065309696,2306969733754257408,564874098769920,563225032654848,2252900130619392,1924682219520,0
1129748197539840,2313724308561592320,6756499489554432,564874098769920,2259496395079680,2252900130619392,551634862080
1689124872388608,3459327738651869184,962341109760,844562436194304,3378249744777216,282437049384960,0
1970874592788480,4036351166030807040,1153484866877128704,985437296394240,3941749185576960,3459327738651869184,962341109760
2252900130619392,4613939467508514816,1129748197539840,1126450065309696,4505800261238784,3849364439040,0
2259496395079680,4627448617123184640,13512998979108864,1129748197539840,4518992790159360,4505800261238784,1103269724160
3378249744777216,6918655477303738368,1924682219520,1689124872388608,6756499489554432,564874098769920,0
3941749185576960,8072702332061614080,2306969733754257408,1970874592788480,7883498371153920,6918655477303738368,1924682219520
4505800261238784,9227878935017029632,2259496395079680,2252900130619392,9011600522477568,7698728878080,0
4518992790159360,9254897234246369280,27025997958217728,2259496395079680,9037985580318720,9011600522477568,2206539448320
6756499489554432,13837310954607476736,3849364439040,3378249744777216,13512998979108864,1129748197539840,0
7883498371153920,16145404664123228160,4613939467508514816,3941749185576960,15766996742307840,13837310954607476736,3849364439040
9011600522477568,18455757870034059264,4518992790159360,4505800261238784,18023201044955136,15397457756160,0
9037985580318720,18509794468492738560,54051995916435456,4518992790159360,18075971160637440,18023201044955136,4413078896640
13512998979108864,27674621909214953472,7698728878080,6756499489554432,27025997958217728,2259496395079680,0
15766996742307840,32290809328246456320,9227878935017029632,7883498371153920,31533993484615680,27674621909214953472,7698728878080
18023201044955136,36911515740068118528,9037985580318720,9011600522477568,36046402089910272,30794915512320,0
18075971160637440,37019588936985477120,108103991832870912,9037985580318720,0,36046402089910272,8826157793280
27025997958217728,55349243818429906944,15397457756160,13512998979108864,54051995916435456,4518992790159360,0
31533993484615680,64581618656492912640,18455757870034059264,15766996742307840,63067986969231360,55349243818429906944,15397457756160
36046402089910272,73823031480136237056,18075971160637440,18023201044955136,72092804179820544,61589831024640,0
54051995916435456,110698487636859813888,30794915512320,27025997958217728,108103991832870912,9037985580318720,0
63067986969231360,129163237312985825280,36911515740068118528,31533993484615680,126135973938462720,110698487636859813888,30794915512320
72092804179820544,147646062960272474112,0,36046402089910272,0,0,0
108103991832870912,221396975273719627776,61589831024640,54051995916435456,0,18075971160637440,0
126135973938462720,258326474625971650560,73823031480136237056,63067986969231360,0,221396975273719627776,61589831024640
289215538570199040,592313422991767633920,1729663869325934592,0,578431077140398080,576742433438564352,141218524692480
576742433438564352,1181168503682179792896,289215538570199040,0,1153484866877128704,985437296394240,281612516327424
578431077140398080,1184626845983535267840,3459327738651869184,289215538570199040,1156862154280796160,1153484866877128704,282437049384960
864831934662967296,1771175802189757022208,0,0,1729663869325934592,0,422281218097152
1153484866877128704,2362337007364359585792,578431077140398080,576742433438564352,2306969733754257408,1970874592788480,563225032654848
1156862154280796160,2369253691967070535680,6918655477303738368,578431077140398080,2313724308561592320,2306969733754257408,564874098769920
1729663869325934592,3542351604379514044416,985437296394240,864831934662967296,3459327738651869184,289215538570199040,844562436194304
2018175583015403520,4133223594015546408960,1181168503682179792896,0,4036351166030807040,3542351604379514044416,985437296394240
2306969733754257408,4724674014728719171584,1156862154280796160,1153484866877128704,4613939467508514816,3941749185576960,1126450065309696
