234897408,481069891584,206225571840,0,469794816,137506160640,0
469794816,962139783168,412451143680,234897408,939589632,275012321280,0
939589632,1924279566336,824902287360,469794816,1879179264,550024642560,0
1879179264,3848559132672,1649804574720,939589632,3758358528,1100049285120,0
3758358528,7697118265344,3299609149440,1879179264,7516717056,2200098570240,0
7516717056,15394236530688,6599218298880,3758358528,15033434112,4400197140480,0
15033434112,30788473061376,13198436597760,7516717056,30066868224,8800394280960,0
30066868224,61576946122752,26396873195520,15033434112,0,17600788561920,0
68753080320,140806308495360,0,0,137506160640,0,0
137506160640,281612616990720,234897408,68753080320,275012321280,275112787968,0
206225571840,422349971128320,275112787968,0,412451143680,234897408,0
275012321280,563225233981440,469794816,137506160640,550024642560,550225575936,0
275112787968,563430989758464,137506160640,0,550225575936,206225571840,0
412451143680,844699942256640,550225575936,206225571840,824902287360,469794816,0
481069891584,985231137964032,422349971128320,0,962139783168,281612616990720,0
550024642560,1126450467962880,939589632,275012321280,1100049285120,1100451151872,0
550225575936,1126861979516928,275012321280,275112787968,1100451151872,412451143680,0
824902287360,1689399884513280,1100451151872,412451143680,1649804574720,939589632,0
962139783168,1970462275928064,844699942256640,481069891584,1924279566336,563225233981440,0
1100049285120,2252900935925760,1879179264,550024642560,2200098570240,2200902303744,0
1100451151872,2253723959033856,550024642560,550225575936,2200902303744,824902287360,0
1649804574720,3378799769026560,2200902303744,824902287360,3299609149440,1879179264,0
1924279566336,3940924551856128,1689399884513280,962139783168,3848559132672,1126450467962880,0
2200098570240,4505801871851520,3758358528,1100049285120,4400197140480,4401804607488,0
2200902303744,4507447918067712,1100049285120,1100451151872,4401804607488,1649804574720,0
3299609149440,6757599538053120,4401804607488,1649804574720,6599218298880,3758358528,0
3848559132672,7881849103712256,3378799769026560,1924279566336,7697118265344,2252900935925760,0
4400197140480,9011603743703040,7516717056,2200098570240,8800394280960,8803609214976,0
4401804607488,9014895836135424,2200098570240,2200902303744,8803609214976,3299609149440,0
6599218298880,13515199076106240,8803609214976,3299609149440,13198436597760,7516717056,0
7697118265344,15763698207424512,6757599538053120,3848559132672,15394236530688,4505801871851520,0
8800394280960,18023207487406080,15033434112,4400197140480,17600788561920,17607218429952,0
8803609214976,18029791672270848,4400197140480,4401804607488,17607218429952,6599218298880,0
13198436597760,27030398152212480,17607218429952,6599218298880,26396873195520,15033434112,0
15394236530688,31527396414849024,13515199076106240,7697118265344,30788473061376,9011603743703040,0
17600788561920,36046414974812160,30066868224,8800394280960,0,35214436859904,0
17607218429952,36059583344541696,8800394280960,8803609214976,35214436859904,13198436597760,0
26396873195520,54060796304424960,35214436859904,13198436597760,52793746391040,30066868224,0
30788473061376,63054792829698048,27030398152212480,15394236530688,61576946122752,18023207487406080,0
35214436859904,72119166689083392,17600788561920,17607218429952,0,26396873195520,0
52793746391040,108121592608849920,0,26396873195520,0,0,0
61576946122752,126109585659396096,54060796304424960,30788473061376,0,36046414974812160,0
140806308495360,288371319798497280,0,0,281612616990720,0,0
281612616990720,576742639596994560,481069891584,140806308495360,563225233981440,563430989758464,0
422349971128320,864972740870799360,563430989758464,0,844699942256640,481069891584,0
563225233981440,1153485279193989120,962139783168,281612616990720,1126450467962880,1126861979516928,0
563430989758464,1153906667025334272,281612616990720,0,1126861979516928,422349971128320,275112787968
844699942256640,1729945481741598720,1126861979516928,422349971128320,1689399884513280,962139783168,0
985231137964032,2017753370550337536,864972740870799360,0,1970462275928064,576742639596994560,481069891584
1126450467962880,2306970558387978240,1924279566336,563225233981440,2252900935925760,2253723959033856,0
1126861979516928,2307813334050668544,563225233981440,563430989758464,2253723959033856,844699942256640,550225575936
1689399884513280,3459890963483197440,2253723959033856,844699942256640,3378799769026560,1924279566336,0
1970462275928064,4035506741100675072,1729945481741598720,985231137964032,3940924551856128,1153485279193989120,962139783168
2252900935925760,4613941116775956480,3848559132672,1126450467962880,4505801871851520,4507447918067712,0
2253723959033856,4615626668101337088,1126450467962880,1126861979516928,4507447918067712,1689399884513280,1100451151872
3378799769026560,6919781926966394880,4507447918067712,1689399884513280,6757599538053120,3848559132672,0
3940924551856128,8071013482201350144,3459890963483197440,1970462275928064,7881849103712256,2306970558387978240,1924279566336
4505801871851520,9227882233551912960,7697118265344,2252900935925760,9011603743703040,9014895836135424,0
4507447918067712,9231253336202674176,2252900935925760,2253723959033856,9014895836135424,3378799769026560,2200902303744
6757599538053120,13839563853932789760,9014895836135424,3378799769026560,13515199076106240,7697118265344,0
7881849103712256,16142026964402700288,6919781926966394880,3940924551856128,15763698207424512,4613941116775956480,3848559132672
9011603743703040,18455764467103825920,15394236530688,4505801871851520,18023207487406080,18029791672270848,0
9014895836135424,18462506672405348352,4505801871851520,4507447918067712,18029791672270848,6757599538053120,4401804607488
13515199076106240,27679127707865579520,18029791672270848,6757599538053120,27030398152212480,15394236530688,0
15763698207424512,32284053928805400576,13839563853932789760,7881849103712256,31527396414849024,9227882233551912960,7697118265344
18023207487406080,36911528934207651840,30788473061376,9011603743703040,36046414974812160,36059583344541696,0
18029791672270848,36925013344810696704,9011603743703040,9014895836135424,36059583344541696,13515199076106240,8803609214976
27030398152212480,55358255415731159040,36059583344541696,13515199076106240,54060796304424960,30788473061376,0
31527396414849024,64568107857610801152,27679127707865579520,15763698207424512,63054792829698048,18455764467103825920,15394236530688
36046414974812160,73823057868415303680,61576946122752,18023207487406080,0,72119166689083392,0
36059583344541696,73850026689621393408,18023207487406080,18029791672270848,72119166689083392,27030398152212480,17607218429952
54060796304424960,110716510831462318080,72119166689083392,27030398152212480,108121592608849920,61576946122752,0
63054792829698048,129136215715221602304,55358255415731159040,31527396414849024,126109585659396096,36911528934207651840,30788473061376
72119166689083392,147700053379242786816,36046414974812160,36059583344541696,0,54060796304424960,35214436859904
108121592608849920,221433021662924636160,0,54060796304424960,0,0,0
126109585659396096,258272431430443204608,110716510831462318080,63054792829698048,0,73823057868415303680,61576946122752
288371319798497280,590584462947322429440,0,0,576742639596994560,0,140806308495360
576742639596994560,1181168925894644858880,985231137964032,288371319798497280,1153485279193989120,1153906667025334272,281612616990720
864972740870799360,1771464173303397089280,1153906667025334272,0,1729945481741598720,985231137964032,422349971128320
1153485279193989120,2362337851789289717760,1970462275928064,576742639596994560,2306970558387978240,2307813334050668544,563225233981440
1153906667025334272,2363200854067884589056,576742639596994560,0,2307813334050668544,864972740870799360,563430989758464
1729945481741598720,3542928346606794178560,2307813334050668544,864972740870799360,3459890963483197440,1970462275928064,844699942256640
2017753370550337536,4132358902887091273728,1771464173303397089280,0,4035506741100675072,1181168925894644858880,985231137964032
2306970558387978240,4724675703578579435520,3940924551856128,1153485279193989120,4613941116775956480,4615626668101337088,1126450467962880
2307813334050668544,4726401708135769178112,1153485279193989120,1153906667025334272,4615626668101337088,1729945481741598720,1126861979516928
3459890963483197440,7085856693213588357120,4615626668101337088,1729945481741598720,6919781926966394880,3940924551856128,1689399884513280
4035506741100675072,8264717805774182547456,3542928346606794178560,2017753370550337536,8071013482201350144,2362337851789289717760,1970462275928064
4613941116775956480,9449351407157158871040,7881849103712256,2306970558387978240,9227882233551912960,9231253336202674176,2252900935925760
4615626668101337088,9452803416271538356224,2306970558387978240,2307813334050668544,9231253336202674176,3459890963483197440,2253723959033856
6919781926966394880,14171713386427176714240,9231253336202674176,3459890963483197440,13839563853932789760,7881849103712256,3378799769026560
8071013482201350144,16529435611548365094912,7085856693213588357120,4035506741100675072,16142026964402700288,4724675703578579435520,3940924551856128
9227882233551912960,18898702814314317742080,15763698207424512,4613941116775956480,18455764467103825920,18462506672405348352,4505801871851520
9231253336202674176,18905606832543076712448,4613941116775956480,4615626668101337088,18462506672405348352,6919781926966394880,4507447918067712
13839563853932789760,28343426772854353428480,18462506672405348352,6919781926966394880,27679127707865579520,15763698207424512,6757599538053120
16142026964402700288,33058871223096730189824,14171713386427176714240,8071013482201350144,32284053928805400576,9449351407157158871040,7881849103712256
18455764467103825920,37797405628628635484160,31527396414849024,9227882233551912960,36911528934207651840,36925013344810696704,9011603743703040
18462506672405348352,37811213665086153424896,9227882233551912960,9231253336202674176,36925013344810696704,13839563853932789760,9014895836135424
27679127707865579520,56686853545708706856960,36925013344810696704,13839563853932789760,55358255415731159040,31527396414849024,13515199076106240
32284053928805400576,66117742446193460379648,28343426772854353428480,16142026964402700288,64568107857610801152,18898702814314317742080,15763698207424512
36911528934207651840,75594811257257270968320,63054792829698048,18455764467103825920,73823057868415303680,73850026689621393408,18023207487406080
36925013344810696704,75622427330172306849792,18455764467103825920,18462506672405348352,73850026689621393408,27679127707865579520,18029791672270848
